Student,Topic,Top_Num,Question,Hints,Compiles,Correct,Start,Finish
,For-loops - code writing,5,8,6,2,0,2016-04-11  04:12:05.11,2016-04-11  05:29:53.87
,Methods - code reading,6,1,0,0,1,2016-04-11  05:29:54.21,2016-04-11  05:30:26.81
,Methods - code reading,6,2,6,0,0,2016-04-11  05:30:26.81,2016-04-11  05:32:05.88
,Methods - code reading,6,3,0,0,1,2016-04-11  05:32:05.88,2016-04-11  05:33:21.94
,Methods - code reading,6,4,0,0,1,2016-04-11  05:33:21.94,2016-04-11  05:33:57.81
,Methods - code reading,6,5,7,0,0,2016-04-11  05:33:57.81,2016-04-11  05:37:43.60
,Methods - code reading,6,6,6,0,0,2016-04-11  05:37:43.60,2016-04-11  05:39:23.70
,Writing code: methods and for-loops,8,1,0,2,1,2016-04-11  05:39:24.16,2016-04-11  05:42:57.96
,Writing code: methods and for-loops,8,2,0,1,1,2016-04-11  05:42:57.96,2016-04-11  05:45:38.96
,Writing code: methods and for-loops,8,3,7,4,0,2016-04-11  05:45:38.96,2016-04-11  05:55:36.32
,Writing code: methods and for-loops,8,1,0,3,0,2016-04-11  06:02:18.25,2016-04-11  06:02:33.31
,Writing code: methods and for-loops,8,4,6,8,0,2016-04-11  06:02:33.32,2016-04-11  06:10:51.44
,Final Prep: Weeks 10-13,13,1,4,0,0,2016-04-11  06:10:57.46,2016-04-11  06:28:29.58
,Final Prep: Weeks 1-4,11,6,0,0,1,2016-04-11  16:54:46.18,2016-04-11  16:57:11.57
,Final Prep: Weeks 1-4,11,7,7,0,0,2016-04-11  16:57:11.57,2016-04-11  17:01:54.98
,Final Prep: Weeks 1-4,11,8,1,0,1,2016-04-11  17:01:54.99,2016-04-11  17:35:51.59
,Final Prep: Weeks 1-4,11,9,2,0,0,2016-04-11  17:35:51.59,2016-04-11  17:39:47.28
,Final Prep: Weeks 5-9,12,1,3,0,1,2016-04-11  17:39:47.59,2016-04-11  17:48:01.73
,Final Prep: Weeks 5-9,12,2,2,8,0,2016-04-11  17:48:01.73,2016-04-11  18:00:46.30
,Final Prep: Weeks 5-9,12,3,2,0,0,2016-04-11  18:00:46.30,2016-04-11  18:07:15.42
,Arrays,9,1,2,0,0,2016-04-11  18:07:15.79,2016-04-11  18:11:38.70
,More Final Review,14,1,7,0,0,2016-04-11  18:11:39.05,2016-04-11  18:18:27.69
,I/O tracing and coding,10,1,6,9,0,2016-04-11  20:14:10.74,2016-04-11  20:21:23.00
,I/O tracing and coding,10,2,8,1,0,2016-04-11  20:21:23.00,2016-04-11  20:25:49.02
,Writing code: methods and for-loops,8,1,0,4,1,2016-04-11  20:25:49.44,2016-04-11  20:31:15.80
,Writing code: methods and for-loops,8,5,6,4,0,2016-04-11  20:31:15.80,2016-04-11  20:37:03.42
56a6b504c478dbdffc7190c6,93
,Print statements,1,1,0,0,1,2016-02-04  05:39:05.39,2016-02-04  05:39:51.85
,Print statements,1,2,0,0,1,2016-02-04  05:39:51.85,2016-02-04  05:40:31.47
,Print statements,1,3,0,0,1,2016-02-04  05:40:31.47,2016-02-04  05:41:44.10
,Print statements,1,4,0,0,1,2016-02-04  05:41:44.10,2016-02-04  05:43:24.12
,Print statements,1,5,0,0,1,2016-02-04  05:43:24.12,2016-02-04  05:44:23.03
,Print statements,1,6,0,0,1,2016-02-04  05:44:23.03,2016-02-04  05:45:11.25
,Print statements,1,7,0,0,1,2016-02-04  05:45:24.06,2016-02-04  05:47:03.46
,For-loops - code reading,2,1,0,0,0,2016-02-04  05:47:03.97,2016-02-04  05:52:31.64
,For-loops - code reading,2,2,0,0,0,2016-02-04  05:52:31.64,2016-02-04  05:57:03.99
,For-loops - code reading,2,1,0,0,1,2016-02-04  05:57:03.99,2016-02-04  05:57:50.37
,For-loops - code reading,2,2,0,0,0,2016-02-04  05:57:50.37,2016-02-04  05:59:09.26
,For-loops - code reading,2,2,11,0,1,2016-02-04  05:59:11.19,2016-02-04  06:09:58.41
,For-loops - code reading,2,3,8,0,0,2016-02-04  06:10:21.54,2016-02-04  06:13:45.39
,For-loops - code reading,2,3,0,0,1,2016-02-04  06:13:46.23,2016-02-04  06:19:59.30
,For-loops - code reading,2,4,11,0,0,2016-02-04  06:19:59.30,2016-02-04  06:28:13.34
,Syntax errors,3,1,0,1,1,2016-02-04  06:28:13.55,2016-02-04  06:29:14.57
,Syntax errors,3,2,0,0,1,2016-02-04  06:29:14.57,2016-02-04  06:29:48.41
,Syntax errors,3,3,0,0,1,2016-02-04  06:29:48.41,2016-02-04  06:30:17.67
,Syntax errors,3,4,0,1,1,2016-02-04  06:30:17.67,2016-02-04  06:31:49.79
,Syntax errors,3,5,1,3,1,2016-02-04  06:31:49.79,2016-02-04  06:34:36.46
,For-loops - code reading,2,1,0,1,0,2016-02-04  06:36:19.51,2016-02-04  06:36:27.99
,Syntax errors,3,6,0,2,1,2016-02-04  06:36:39.04,2016-02-04  06:39:36.84
,For-loops - code writing,5,1,0,2,1,2016-02-04  06:39:38.09,2016-02-04  06:41:38.04
,For-loops - code writing,5,2,0,1,1,2016-02-04  06:41:38.04,2016-02-04  06:42:46.58
,For-loops - code writing,5,1,0,4,0,2016-02-04  09:09:05.60,2016-02-04  09:09:09.02
,For-loops - code writing,5,1,0,4,0,2016-02-04  09:19:40.54,2016-02-04  09:19:46.25
,For-loops - code writing,5,3,0,3,0,2016-02-04  09:19:52.95,2016-02-04  09:28:55.53
,For-loops - code writing,5,4,6,8,0,2016-02-04  09:28:55.53,2016-02-04  09:40:58.52
,For-loops - code writing,5,1,0,2,0,2016-02-04  09:44:27.78,2016-02-04  09:44:30.56
,For-loops - code writing,5,5,0,4,0,2016-02-04  09:44:33.54,2016-02-04  09:49:11.75
,For-loops - code writing,5,6,0,6,0,2016-02-04  09:49:11.75,2016-02-04  09:54:42.82
,For-loops - code writing,5,7,16,5,1,2016-02-04  09:56:12.69,2016-02-04  10:08:36.16
,Methods - code reading,6,1,0,0,1,2016-02-04  10:08:36.69,2016-02-04  10:09:36.96
,Methods - code reading,6,2,0,0,1,2016-02-04  10:09:36.96,2016-02-04  10:11:12.12
,Methods - code reading,6,3,0,0,1,2016-02-04  10:11:12.12,2016-02-04  10:12:51.21
,Methods - code reading,6,4,0,0,1,2016-02-04  10:12:51.21,2016-02-04  10:14:08.88
,Methods - code reading,6,5,11,0,1,2016-02-04  10:14:08.88,2016-02-04  10:16:58.51
,Methods - code reading,6,6,9,0,1,2016-02-04  10:16:58.51,2016-02-04  10:20:55.23
,Methods - code reading,6,1,0,7,0,2016-02-04  10:28:54.46,2016-02-04  10:28:57.93
,Writing code: methods and for-loops,8,1,16,0,0,2016-02-04  10:28:58.48,2016-02-04  10:29:32.65
,Writing code: methods and for-loops,8,2,15,1,1,2016-02-04  10:29:32.65,2016-02-04  10:33:22.42
,Writing code: methods and for-loops,8,3,9,0,0,2016-02-04  10:33:22.42,2016-02-04  10:34:18.96
,Writing code: methods and for-loops,8,4,28,0,0,2016-02-04  10:34:18.96,2016-02-04  10:34:49.60
,Writing code: methods and for-loops,8,5,17,0,0,2016-02-04  10:34:49.60,2016-02-04  10:35:27.98
,Print statements,1,1,0,0,1,2016-03-03  08:54:03.95,2016-03-03  08:54:57.27
,Print statements,1,2,0,0,1,2016-03-03  08:54:57.27,2016-03-03  08:55:55.83
,Print statements,1,3,0,0,1,2016-03-03  08:55:55.83,2016-03-03  08:56:53.22
,For-loops - code reading,2,1,4,0,0,2016-03-03  08:57:02.41,2016-03-03  09:11:20.77
,For-loops - code reading,2,2,0,0,1,2016-03-03  09:11:20.77,2016-03-03  09:12:25.02
,For-loops - code reading,2,3,13,0,1,2016-03-03  09:12:25.02,2016-03-03  09:23:18.70
,For-loops - code reading,2,4,0,0,1,2016-03-03  09:23:18.70,2016-03-03  09:31:18.18
,Syntax errors,3,1,0,1,1,2016-03-03  09:31:18.51,2016-03-03  09:31:52.08
,Syntax errors,3,2,0,1,1,2016-03-03  09:31:52.08,2016-03-03  09:32:20.70
,Syntax errors,3,3,0,1,1,2016-03-03  09:32:20.70,2016-03-03  09:33:28.86
,Syntax errors,3,4,0,2,1,2016-03-03  09:33:28.86,2016-03-03  09:34:34.98
,Syntax errors,3,5,2,4,1,2016-03-03  09:34:34.98,2016-03-03  09:38:35.44
,For-loops - code reading,2,1,0,2,0,2016-03-03  09:44:06.31,2016-03-03  09:44:12.01
,Strings and casting,4,1,0,1,0,2016-03-03  09:44:59.49,2016-03-03  09:45:03.43
,Syntax errors,3,6,5,3,1,2016-03-03  09:45:11.91,2016-03-03  09:47:21.05
,Strings and casting,4,1,0,0,1,2016-03-03  09:47:21.60,2016-03-03  10:08:46.72
,Strings and casting,4,2,2,0,1,2016-03-03  10:08:46.72,2016-03-03  10:24:17.11
,Strings and casting,4,3,0,0,1,2016-03-03  10:24:17.11,2016-03-03  10:30:00.03
,Strings and casting,4,4,0,0,1,2016-03-03  10:30:00.03,2016-03-03  10:30:44.75
,Strings and casting,4,5,2,0,1,2016-03-03  10:30:44.75,2016-03-03  10:35:52.56
,Strings and casting,4,6,0,0,1,2016-03-03  10:35:52.56,2016-03-03  10:37:34.89
,For-loops - code writing,5,1,0,1,1,2016-03-03  10:37:35.33,2016-03-03  10:39:13.17
,For-loops - code writing,5,2,0,1,1,2016-03-03  10:39:13.17,2016-03-03  10:40:21.70
,Strings and casting,4,1,0,4,0,2016-03-03  11:00:30.20,2016-03-03  11:00:33.01
,For-loops - code writing,5,3,4,9,0,2016-03-03  11:00:46.94,2016-03-03  11:08:33.06
,For-loops - code writing,5,4,5,6,0,2016-03-03  11:08:33.06,2016-03-03  11:17:25.65
,Strings and casting,4,1,0,4,0,2016-03-03  11:21:08.69,2016-03-03  11:21:11.70
,For-loops - code writing,5,5,0,4,1,2016-03-03  11:21:15.01,2016-03-03  11:24:28.73
,For-loops - code writing,5,6,0,2,1,2016-03-03  11:24:28.73,2016-03-03  11:27:38.04
,For-loops - code writing,5,7,0,5,1,2016-03-03  11:27:38.04,2016-03-03  11:36:06.19
,Methods - code reading,6,6,0,0,1,2016-03-03  11:36:40.58,2016-03-03  11:39:32.29
,Methods - code reading,6,1,0,2,0,2016-03-03  11:43:51.84,2016-03-03  11:43:54.28
,Writing code: methods and for-loops,8,1,10,0,0,2016-03-03  11:43:54.60,2016-03-03  11:44:28.67
,Writing code: methods and for-loops,8,2,6,4,0,2016-03-03  11:44:28.67,2016-03-03  11:54:31.82
,I/O tracing and coding,10,1,9,0,0,2016-03-03  11:54:54.65,2016-03-03  12:01:04.87
,Arrays,9,1,3,0,0,2016-03-03  12:01:05.74,2016-03-03  12:08:53.79
,Arrays,9,2,4,0,0,2016-03-03  12:08:53.79,2016-03-03  12:17:29.85
,I/O tracing and coding,10,1,12,0,0,2016-03-03  12:17:30.25,2016-03-03  12:34:05.60
,I/O tracing and coding,10,2,8,0,0,2016-03-03  12:34:05.60,2016-03-03  12:41:52.46
,I/O tracing and coding,10,3,6,0,0,2016-03-03  12:41:52.46,2016-03-03  12:52:28.78
,Arrays,9,2,10,0,0,2016-03-03  13:02:23.89,2016-03-03  13:08:05.55
,Arrays,9,4,5,0,0,2016-03-03  13:08:10.59,2016-03-03  13:19:12.47
,Arrays,9,5,1,0,0,2016-03-03  13:19:38.77,2016-03-03  13:22:00.63
,Arrays,9,1,1,0,0,2016-03-03  13:22:00.63,2016-03-03  13:22:04.68
,Arrays,9,3,1,0,0,2016-03-03  13:22:04.68,2016-03-03  13:22:07.95
,Arrays,9,1,7,0,0,2016-03-03  13:28:38.61,2016-03-03  13:35:54.06
,Arrays,9,2,6,0,0,2016-03-03  13:35:54.06,2016-03-03  13:40:43.62
,Arrays,9,8,10,0,0,2016-03-03  16:37:09.53,2016-03-03  17:07:56.80
,Final Prep: Weeks 10-13,13,1,11,0,0,2016-04-11  13:23:28.78,2016-04-11  13:28:06.37
56a6b4e7c478dbdffc719089,274
,For-loops - code reading,2,1,0,0,0,2016-02-02  19:48:20.65,2016-02-02  19:50:16.59
,Syntax errors,3,1,0,2,0,2016-02-02  19:51:05.04,2016-02-02  19:53:08.52
,Strings and casting,4,1,0,0,0,2016-02-02  19:53:08.88,2016-02-02  19:54:17.01
,Print statements,1,1,0,0,1,2016-02-03  00:00:49.95,2016-02-03  00:04:04.04
,Print statements,1,2,0,0,0,2016-02-03  00:04:04.05,2016-02-03  00:08:27.41
,Print statements,1,3,0,0,1,2016-02-03  00:08:27.41,2016-02-03  00:09:22.11
,Print statements,1,4,0,0,1,2016-02-03  00:09:22.11,2016-02-03  00:10:28.15
,Print statements,1,5,0,0,0,2016-02-03  00:10:28.15,2016-02-03  00:11:59.10
,Print statements,1,6,0,0,1,2016-02-03  00:11:59.10,2016-02-03  00:12:29.45
,Print statements,1,5,0,0,0,2016-02-03  00:12:29.45,2016-02-03  00:12:48.86
,Print statements,1,6,0,0,1,2016-02-03  00:12:48.86,2016-02-03  00:13:05.29
,For-loops - code reading,2,1,0,0,1,2016-02-03  00:16:32.32,2016-02-03  00:20:09.33
,For-loops - code reading,2,2,0,0,1,2016-02-03  00:20:09.33,2016-02-03  00:30:38.12
,For-loops - code reading,2,3,0,0,0,2016-02-03  00:30:38.12,2016-02-03  00:42:41.49
,Print statements,1,1,0,0,1,2016-02-03  17:24:14.64,2016-02-03  17:25:35.40
,Print statements,1,2,0,0,1,2016-02-03  17:25:35.40,2016-02-03  17:26:16.16
,Print statements,1,3,0,0,1,2016-02-03  17:26:16.16,2016-02-03  17:27:00.03
,Print statements,1,4,0,0,1,2016-02-03  17:27:00.03,2016-02-03  17:27:46.31
,Print statements,1,5,0,0,0,2016-02-03  17:27:46.31,2016-02-03  17:28:51.43
,Print statements,1,6,0,0,1,2016-02-03  17:28:51.43,2016-02-03  17:29:07.42
,Print statements,1,1,0,0,0,2016-02-03  17:34:43.87,2016-02-03  17:34:45.78
,For-loops - code reading,2,1,0,0,1,2016-02-03  17:37:53.69,2016-02-03  17:42:58.07
,For-loops - code reading,2,2,0,0,0,2016-02-03  17:42:58.07,2016-02-03  17:46:24.74
,For-loops - code reading,2,2,0,0,1,2016-02-03  17:47:00.94,2016-02-03  17:47:18.30
,For-loops - code reading,2,3,0,0,1,2016-02-03  17:47:18.30,2016-02-03  17:58:48.55
,For-loops - code reading,2,1,0,0,1,2016-02-03  17:58:48.55,2016-02-03  17:59:23.53
,For-loops - code reading,2,2,0,0,1,2016-02-03  17:59:23.53,2016-02-03  17:59:50.59
,For-loops - code reading,2,1,0,0,1,2016-02-03  19:25:59.47,2016-02-03  19:26:26.16
,For-loops - code reading,2,4,0,0,1,2016-02-03  19:27:52.04,2016-02-03  19:34:07.82
,Syntax errors,3,1,0,2,1,2016-02-03  19:38:26.03,2016-02-03  19:39:22.17
,Syntax errors,3,2,0,1,1,2016-02-03  19:39:22.17,2016-02-03  19:40:11.48
,Syntax errors,3,3,0,0,1,2016-02-03  19:40:11.49,2016-02-03  19:40:42.24
,Syntax errors,3,4,0,1,0,2016-02-03  19:40:42.24,2016-02-03  19:42:45.55
,Syntax errors,3,4,0,1,0,2016-02-03  19:42:58.71,2016-02-03  19:43:39.20
,Syntax errors,3,5,0,1,0,2016-02-03  19:43:39.20,2016-02-03  19:45:21.59
,Syntax errors,3,6,0,3,1,2016-02-03  19:45:21.59,2016-02-03  19:48:51.37
,Strings and casting,4,1,0,0,1,2016-02-03  19:48:52.13,2016-02-03  20:02:33.03
,Methods - code reading,6,1,0,0,1,2016-02-03  20:14:05.26,2016-02-03  20:48:27.43
,Methods - code reading,6,2,0,0,1,2016-02-03  20:48:27.43,2016-02-03  20:50:08.80
,Print statements,1,5,0,0,1,2016-02-03  23:09:19.25,2016-02-03  23:09:39.28
,Print statements,1,6,0,0,1,2016-02-03  23:09:39.28,2016-02-03  23:10:05.82
,For-loops - code reading,2,3,0,0,1,2016-02-03  23:16:17.89,2016-02-04  00:24:51.92
,For-loops - code reading,2,4,0,0,1,2016-02-04  00:24:51.92,2016-02-04  00:29:44.90
,Syntax errors,3,1,0,1,1,2016-02-04  00:29:45.40,2016-02-04  00:29:57.89
,Syntax errors,3,2,0,1,1,2016-02-04  00:29:57.89,2016-02-04  00:32:35.23
,Syntax errors,3,3,0,0,0,2016-02-04  00:32:35.23,2016-02-04  00:34:16.15
,Syntax errors,3,3,0,3,0,2016-02-04  00:34:23.93,2016-02-04  00:35:13.55
,Syntax errors,3,4,0,0,0,2016-02-04  00:35:13.55,2016-02-04  00:35:35.17
,Strings and casting,4,1,12,0,1,2016-02-04  00:35:42.51,2016-02-04  00:37:12.23
,Strings and casting,4,1,0,0,1,2016-02-04  04:22:01.70,2016-02-04  04:22:39.62
,Strings and casting,4,3,0,0,2,2016-02-04  04:22:41.70,2016-02-04  04:31:33.41
,Strings and casting,4,4,0,0,1,2016-02-04  04:31:33.41,2016-02-04  04:32:01.66
,Strings and casting,4,5,0,0,1,2016-02-04  04:32:01.66,2016-02-04  04:34:49.20
,Strings and casting,4,6,0,0,1,2016-02-04  04:34:49.20,2016-02-04  04:35:29.86
,For-loops - code writing,5,1,0,2,1,2016-02-04  04:35:30.42,2016-02-04  04:37:37.95
,For-loops - code writing,5,2,0,1,0,2016-02-04  04:37:37.95,2016-02-04  04:38:50.25
,For-loops - code writing,5,3,6,0,0,2016-02-04  04:38:50.25,2016-02-04  04:43:25.05
,For-loops - code writing,5,3,1,0,0,2016-02-04  04:43:25.91,2016-02-04  04:49:50.29
,For-loops - code writing,5,4,8,4,0,2016-02-04  04:49:50.29,2016-02-04  04:59:40.51
,For-loops - code writing,5,5,7,2,0,2016-02-04  04:59:40.51,2016-02-04  05:09:01.41
,For-loops - code writing,5,6,4,1,0,2016-02-04  05:09:01.41,2016-02-04  05:15:21.42
,For-loops - code writing,5,1,0,1,0,2016-02-04  05:21:49.28,2016-02-04  05:27:19.09
,For-loops - code writing,5,2,0,0,1,2016-02-04  05:27:19.09,2016-02-04  05:27:40.92
,For-loops - code writing,5,3,3,0,0,2016-02-04  05:27:40.92,2016-02-04  05:27:57.53
,For-loops - code writing,5,3,0,1,0,2016-02-04  05:31:51.94,2016-02-04  05:37:58.67
,For-loops - code writing,5,6,2,0,0,2016-02-04  05:58:50.44,2016-02-04  06:02:24.32
,For-loops - code writing,5,7,5,0,0,2016-02-04  06:02:24.32,2016-02-04  06:07:42.40
,For-loops - code writing,5,8,10,0,0,2016-02-04  06:07:42.40,2016-02-04  06:14:30.14
,Methods - code reading,6,1,0,0,1,2016-02-04  06:14:30.65,2016-02-04  06:17:38.79
,Methods - code reading,6,2,0,0,1,2016-02-04  06:17:38.79,2016-02-04  06:19:39.11
,Methods - code reading,6,3,0,0,1,2016-02-04  06:19:39.11,2016-02-04  06:21:57.78
,Methods - code reading,6,4,0,0,1,2016-02-04  06:21:57.78,2016-02-04  06:23:30.78
,Writing code: methods and for-loops,8,1,6,0,0,2016-02-04  06:26:46.52,2016-02-04  06:41:22.01
,Writing code: methods and for-loops,8,2,7,0,0,2016-02-04  06:41:22.01,2016-02-04  06:43:30.71
,Writing code: methods and for-loops,8,1,6,0,0,2016-02-04  16:21:24.39,2016-02-04  16:28:40.28
,Writing code: methods and for-loops,8,2,6,0,0,2016-02-04  16:28:40.28,2016-02-04  16:31:26.86
,Writing code: methods and for-loops,8,3,4,0,0,2016-02-04  16:31:26.86,2016-02-04  16:34:55.53
,Writing code: methods and for-loops,8,4,8,0,0,2016-02-04  16:34:55.53,2016-02-04  16:35:57.28
,Writing code: methods and for-loops,8,5,6,0,0,2016-02-04  16:35:57.28,2016-02-04  16:42:53.17
,Writing code: methods and for-loops,8,6,7,0,0,2016-02-04  16:42:53.17,2016-02-04  16:47:07.15
,For-loops - code writing,5,7,6,0,0,2016-02-04  17:03:41.19,2016-02-04  17:44:37.85
,I/O tracing and coding,10,1,9,1,0,2016-02-27  21:35:40.85,2016-02-27  21:46:00.62
,I/O tracing and coding,10,1,7,3,0,2016-02-29  22:46:26.12,2016-02-29  22:59:05.18
,I/O tracing and coding,10,1,7,1,0,2016-03-03  01:31:23.01,2016-03-03  01:35:48.51
,I/O tracing and coding,10,2,8,0,0,2016-03-03  01:36:35.90,2016-03-03  01:40:48.45
,I/O tracing and coding,10,3,6,0,0,2016-03-03  01:42:01.33,2016-03-03  01:49:09.51
,I/O tracing and coding,10,4,10,0,0,2016-03-03  01:50:52.85,2016-03-03  01:54:00.81
,I/O tracing and coding,10,5,11,0,0,2016-03-03  01:54:00.81,2016-03-03  01:59:10.83
,Arrays,9,1,3,0,0,2016-03-03  02:28:54.40,2016-03-03  02:33:30.06
,Arrays,9,2,8,0,0,2016-03-03  02:33:30.06,2016-03-03  04:36:19.53
,I/O tracing and coding,10,1,6,4,0,2016-03-03  03:25:34.66,2016-03-03  04:44:04.93
,I/O tracing and coding,10,2,6,3,0,2016-03-03  04:44:34.19,2016-03-03  04:49:46.96
,I/O tracing and coding,10,3,6,0,0,2016-03-03  04:49:46.96,2016-03-03  04:57:14.21
,I/O tracing and coding,10,4,0,0,1,2016-03-03  05:01:49.45,2016-03-03  05:03:19.74
,I/O tracing and coding,10,5,0,0,1,2016-03-03  05:03:19.74,2016-03-03  05:05:07.73
,I/O tracing and coding,10,6,6,1,0,2016-03-03  05:05:07.73,2016-03-03  05:21:11.89
,I/O tracing and coding,10,7,3,0,0,2016-03-03  05:21:11.89,2016-03-03  05:26:08.10
,I/O tracing and coding,10,8,2,0,0,2016-03-03  05:26:08.10,2016-03-03  05:51:29.09
,Arrays,9,1,1,0,0,2016-03-03  05:51:38.01,2016-03-03  05:51:44.64
,Arrays,9,2,6,0,0,2016-03-03  05:51:44.64,2016-03-03  05:56:04.08
,Arrays,9,3,3,0,0,2016-03-03  05:56:04.08,2016-03-03  05:57:27.81
,Arrays,9,4,4,0,0,2016-03-03  05:57:27.81,2016-03-03  05:59:25.13
,Arrays,9,5,2,0,0,2016-03-03  05:59:25.13,2016-03-03  05:59:47.43
,I/O tracing and coding,10,1,10,1,0,2016-03-03  06:00:08.64,2016-03-03  06:07:05.70
,I/O tracing and coding,10,1,0,1,0,2016-03-03  06:07:07.86,2016-03-03  06:07:56.65
,I/O tracing and coding,10,2,9,0,0,2016-03-03  06:07:56.65,2016-03-03  06:11:45.46
,I/O tracing and coding,10,3,9,0,0,2016-03-03  06:11:45.46,2016-03-03  06:15:56.36
,I/O tracing and coding,10,6,6,0,0,2016-03-03  06:16:18.56,2016-03-03  06:22:21.42
,I/O tracing and coding,10,8,5,0,0,2016-03-03  06:22:28.82,2016-03-03  06:22:38.85
,I/O tracing and coding,10,1,8,0,0,2016-03-03  06:23:01.44,2016-03-03  06:33:18.76
,I/O tracing and coding,10,2,9,0,0,2016-03-03  06:33:18.76,2016-03-03  06:36:45.97
,I/O tracing and coding,10,3,9,0,0,2016-03-03  06:36:45.97,2016-03-03  06:44:18.77
,I/O tracing and coding,10,1,7,1,0,2016-03-03  15:01:51.38,2016-03-03  15:02:20.97
,I/O tracing and coding,10,2,9,2,0,2016-03-03  15:02:20.98,2016-03-03  15:05:53.18
,Arrays,9,1,0,0,1,2016-03-03  15:16:09.56,2016-03-03  15:20:01.85
,Arrays,9,2,6,0,0,2016-03-03  15:20:01.85,2016-03-03  15:30:05.65
,Arrays,9,3,2,0,0,2016-03-03  15:30:05.65,2016-03-03  15:35:57.52
,Arrays,9,4,4,0,0,2016-03-03  15:35:57.52,2016-03-03  15:40:03.56
,Arrays,9,5,4,0,0,2016-03-03  15:40:03.56,2016-03-03  15:45:30.43
,Arrays,9,6,5,0,0,2016-03-03  15:45:30.43,2016-03-03  15:49:35.67
,Arrays,9,7,2,0,0,2016-03-03  15:49:35.67,2016-03-03  15:51:47.87
,I/O tracing and coding,10,3,7,0,0,2016-03-03  15:51:54.34,2016-03-03  15:56:40.20
,I/O tracing and coding,10,7,2,0,0,2016-03-03  15:56:47.51,2016-03-03  16:01:40.93
,I/O tracing and coding,10,8,2,0,0,2016-03-03  16:01:40.93,2016-03-03  16:02:24.42
,Arrays,9,1,1,0,0,2016-03-03  16:02:36.68,2016-03-03  16:03:50.07
,Arrays,9,2,6,0,0,2016-03-03  16:03:50.07,2016-03-03  16:06:59.91
,I/O tracing and coding,10,3,7,0,0,2016-03-03  16:12:57.98,2016-03-03  16:17:30.64
,Arrays,9,4,4,0,0,2016-03-03  16:17:40.39,2016-03-03  16:20:06.71
,Arrays,9,1,1,0,0,2016-03-03  16:20:08.60,2016-03-03  17:35:01.98
,Arrays,9,2,0,2,1,2016-03-03  17:35:01.98,2016-03-03  17:39:53.34
,Final Prep: Weeks 1-4,11,1,6,0,1,2016-04-07  01:26:40.13,2016-04-07  01:27:45.12
,Final Prep: Weeks 1-4,11,2,7,0,1,2016-04-07  01:27:45.13,2016-04-07  01:28:39.26
,Final Prep: Weeks 1-4,11,3,5,0,1,2016-04-07  01:28:39.26,2016-04-07  01:31:17.43
,Final Prep: Weeks 1-4,11,4,8,3,0,2016-04-07  01:31:17.43,2016-04-07  01:52:59.10
,Final Prep: Weeks 1-4,11,5,9,0,1,2016-04-07  02:35:33.77,2016-04-07  02:44:39.71
,Final Prep: Weeks 1-4,11,6,7,0,0,2016-04-07  02:44:39.71,2016-04-07  02:50:02.15
,Final Prep: Weeks 1-4,11,7,12,0,0,2016-04-07  02:50:02.15,2016-04-07  03:00:10.57
,Final Prep: Weeks 1-4,11,8,7,0,1,2016-04-07  03:00:10.57,2016-04-07  03:04:58.61
,Final Prep: Weeks 1-4,11,9,5,0,0,2016-04-07  03:04:58.61,2016-04-07  03:07:54.44
,Final Prep: Weeks 10-13,13,1,7,0,0,2016-04-07  03:08:04.05,2016-04-07  03:08:14.80
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-07  03:09:47.91,2016-04-07  03:10:13.97
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-07  03:10:13.97,2016-04-07  03:10:29.78
,Final Prep: Weeks 1-4,11,3,0,0,1,2016-04-07  03:10:29.79,2016-04-07  03:11:15.48
,Final Prep: Weeks 1-4,11,4,7,0,0,2016-04-07  03:11:15.48,2016-04-07  03:13:57.19
,Final Prep: Weeks 1-4,11,5,0,0,1,2016-04-07  03:13:57.19,2016-04-07  03:14:55.59
,Final Prep: Weeks 1-4,11,7,10,0,0,2016-04-07  03:15:22.36,2016-04-07  03:17:00.53
,Final Prep: Weeks 5-9,12,1,8,0,0,2016-04-07  03:17:03.43,2016-04-07  03:29:06.10
,Final Prep: Weeks 5-9,12,2,7,0,0,2016-04-07  03:29:06.11,2016-04-07  03:41:38.90
,Final Prep: Weeks 5-9,12,3,5,0,0,2016-04-07  03:41:38.90,2016-04-07  03:45:41.71
,Final Prep: Weeks 5-9,12,4,7,0,0,2016-04-07  03:45:41.71,2016-04-07  03:45:51.64
,Final Prep: Weeks 10-13,13,1,11,0,0,2016-04-07  03:45:51.88,2016-04-07  04:09:07.63
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-09  21:47:44.52,2016-04-09  21:48:55.47
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-09  21:48:55.48,2016-04-09  21:49:07.58
,Final Prep: Weeks 1-4,11,3,0,0,1,2016-04-09  21:49:07.58,2016-04-09  21:49:30.54
,Final Prep: Weeks 1-4,11,4,13,0,0,2016-04-09  21:49:30.54,2016-04-09  22:11:55.52
,Final Prep: Weeks 1-4,11,5,0,0,1,2016-04-09  22:11:55.52,2016-04-09  22:13:53.33
